Accession,Description,Symbol,Peptides,PD_Detected_Peptides,Unique,100011 WT_EZR Normalized,100012 WT_EZR Normalized,100013 WT_EZR Normalized,100005 WT_CYT Normalized,100006 WT_CYT Normalized,100007 WT_CYT Normalized,100017_1 SPQC Normalized,100017_2 SPQC Normalized,100017_3 SPQC Normalized,WT_EZR_CV,WT_CYT_CV,SPQC_CV,WT_EZR_v_WT_CYT_FC,WT_EZR_v_WT_CYT_pval,Stats
Q9DCT2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS",Ndufs3,1,1.1.1.1.1.1,1,393345.5092,321262.0306,210373.3143,277887.6785,296483.3508,211875.4871,264048.5449,288461.4578,277064.1343,29.9,17,4.42,1.176451,0.5522486,
Q62283,Tetraspanin-7 OS,Tspan7,1,1.1.1.1.1.1,1,22751.24671,36189.59912,28885.44273,23071.54183,29960.77634,21633.02198,12654.12912,23625.76003,28190.64217,23,17.9,37.2,1.176266,0.4106958,
Q7TT45,Ras-related GTP-binding protein D OS,Rragd,1,1.1.1.1.1.1,1,55558.00324,59477.26536,46630.68354,40331.66122,52640.21247,44505.40386,43210.3,53845.21472,58392.19671,12.2,13.7,15,1.175947,0.2002294,
Q9QZD8,Mitochondrial dicarboxylate carrier OS,Slc25a10,3,3.3.3.3.3.3,3,919122.8344,1167571.494,1163399.619,884580.7259,1032357.478,846963.6181,909697.6682,980397.2715,1028872.261,13.1,10.6,6.16,1.175908,0.1886155,
Q3UHB1,5'-nucleotidase domain-containing protein 3 OS,Nt5dc3,12,11.12.9.11.10.11,12,2992236.773,2719548.188,2977398.921,2709921.451,2451982.085,2231725.541,1964060.205,2137992.922,2267716.757,5.29,9.71,7.18,1.175226,0.0804161,
O35682,Myeloid-associated differentiation marker OS,Myadm,3,3.3.3.3.3.3,3,667847.9304,682031.9496,751067.5264,515211.8362,716333.5539,556609.6603,781965.4232,695675.993,660951.7185,6.36,17.8,8.74,1.174925,0.2235467,
Q91YN0,Protein C12orf4 homolog OS,D6Wsu163e,3,3.3.3.3.3.3,3,709494.0839,609264.552,947860.4804,651503.6177,590327.4762,687549.0762,812735.2572,896759.6612,732149.8146,23,7.64,10.1,1.174791,0.3799273,
Q9Z2D0,Myotubularin-related protein 9 OS,Mtmr9,5,5.5.5.5.5.5,5,861057.225,1043389.9,969872.5569,780425.9683,890331.6701,775933.0973,873991.9543,844820.3567,900914.38,9.57,7.94,3.21,1.174779,0.09278883,
P84096,Rho-related GTP-binding protein RhoG OS,Rhog,1,1.1.1.1.1.1,1,328070.4538,352546.4592,265268.6485,247690.7616,271203.1652,286518.0813,248712.6507,283812.282,249231.5458,14.3,7.28,7.72,1.174412,0.2036891,
P62838,Ubiquitin-conjugating enzyme E2 D2 OS,Ube2d2,4,4.4.3.3.4.3,4,1828822.909,1720979.882,1127721.662,1268134.16,1354948.182,1361300.453,1677920.424,1650838.492,1579363.222,24.2,3.92,3.11,1.173965,0.4578081,
Q8K4Z3,NAD(P)H-hydrate epimerase OS,Naxe,3,3.3.3.3.2.3,3,331820.1616,282090.1308,281848.5458,246859.1038,254898.5058,261420.8889,279968.0528,325779.2559,246287.8123,9.64,2.87,14,1.173721,0.0903412,
P53810,Phosphatidylinositol transfer protein alpha isoform OS,Pitpna,6,6.6.6.6.6.6,5,2374535.927,1872798.956,2385218.347,1950298.923,2013690.604,1689819.675,2208742.298,2140970.568,1878706.385,13.2,9.11,8.4,1.173112,0.1899642,
Q0KL02,Triple functional domain protein OS,Trio,16,16.15.16.15.15.15,13,3243356.365,3035568.176,3644948.169,3091588.083,2547780.929,2822574.427,2896885.939,2630193.165,2898674.305,9.36,9.64,5.5,1.172765,0.1081691,
Q9R1V7,Disintegrin and metalloproteinase domain-containing protein 23 OS,Adam23,8,8.8.7.8.7.8,8,5058103.042,4190496.029,4880076.243,4354205.051,4444768.258,3250825.235,4356617.69,4946324.936,4243147.379,9.73,16.5,8.36,1.172524,0.2445829,
Q8K296,Myotubularin-related protein 3 OS,Mtmr3,3,3.3.3.3.3.3,3,88223.98726,121715.3694,112964.545,93345.98838,70419.5012,111716.2981,109430.8054,110400.6201,105036.5388,16.1,22.5,2.64,1.172142,0.3752147,
Q7TT37,Elongator complex protein 1 OS,Elp1,5,5.5.5.5.5.5,5,440622.0078,501854.8549,378648.5861,367721.0392,382959.6165,376476.3079,380566.5238,449548.6688,372862.5428,14,2.04,10.5,1.172086,0.2000907,
Q5Y5T5,Palmitoyltransferase ZDHHC8 OS,Zdhhc8,3,3.3.3.3.3.3,3,271558.0292,245835.5702,186158.4312,185027.2512,190603.2138,224883.109,216156.8223,233719.9842,206393.7633,18.7,10.8,6.33,1.171584,0.3257827,
Q91XD6,Vacuolar protein-sorting-associated protein 36 OS,Vps36,6,6.6.6.6.6.6,6,1812983.327,2074981.837,2062234.797,1425037.868,1763397.781,1890672.443,1741840.886,1836473.879,1608855.187,7.45,14.2,6.61,1.171505,0.1863889,
Q8BWG8,Beta-arrestin-1 OS,Arrb1,5,5.5.5.4.5.5,4,1489793.115,1636887.921,1775660.741,1470494.337,1379699.639,1336236.207,1409211.163,1632677.818,1582629.024,8.75,4.91,7.61,1.171008,0.07113555,
Q9ES00,Ubiquitin conjugation factor E4 B OS,Ube4b,1,1.1.1.1.1.1,1,13752.27029,10281.7168,11378.85289,9806.494452,10254.89886,10183.48506,7878.182355,8294.580433,8953.869743,15,2.39,6.48,1.170871,0.2169585,
P22315,"Ferrochelatase, mitochondrial OS",Fech,1,1.1.1.1.1.1,1,85522.19528,94669.63213,100287.5522,89518.21144,89765.61369,60325.80128,94940.53929,63304.24211,95252.30517,7.97,21.2,21.7,1.170568,0.3227445,
Q5SSL4,Active breakpoint cluster region-related protein OS,Abr,22,21.21.21.21.22.20,22,12546879.77,13598657.73,11668639.82,10152160.79,11863570.11,10293363.3,11792827.57,11047447.34,10881620.99,7.67,8.82,4.32,1.170388,0.07759916,
Q6QI06,Rapamycin-insensitive companion of mTOR OS,Rictor,24,21.23.24.23.24.24,24,10396973.08,11558860.63,12195902.29,9661304.914,10166770.35,9360031.803,9690934.839,9239667.56,9859980.61,8.01,4.19,3.34,1.170057,0.06039017,
Q80UG2,Plexin-A4 OS,Plxna4,22,19.20.19.19.18.21,15,5435013.621,5529511.096,6218397.139,4679418.735,5280301.797,4740541.476,6063038.129,5488404.88,5616323.76,7.47,6.75,5.27,1.168885,0.05305565,
Q3V132,ADP/ATP translocase 4 OS,Slc25a31,1,1.1.1.1.1.1,1,27056.58276,20997.54662,27103.07915,20700.9563,29640.23049,13981.65447,16085.5382,21996.63697,24316.17181,14,36.6,20.4,1.168437,0.4726043,
P59016,Vacuolar protein sorting-associated protein 33B OS,Vps33b,9,8.9.7.8.8.8,9,1411024.111,1745111.721,1655385.305,1326700.001,1417570.645,1373694.771,1348062.377,1252667.159,1163721.064,10.8,3.31,7.35,1.168422,0.1308954,
Q6NXN1,SUZ domain-containing protein 1 OS,Szrd1,2,2.1.1.2.1.2,2,292175.5364,324740.8606,373077.5428,193681.7354,305677.8776,347957.6426,379940.8165,360326.4537,322385.8256,12.3,28.2,8.26,1.168386,0.4240791,
Q8BGY9,High affinity choline transporter 1 OS,Slc5a7,1,1.1.1.1.1.1,1,36894.50271,26165.39287,31995.18647,24317.10904,30823.47047,26225.02181,26478.22744,33771.57939,29513.89907,17,12.3,12.2,1.168247,0.2908817,
Q64105,Sepiapterin reductase OS,Spr,4,4.4.4.4.4.4,4,1575837.001,1405449.15,1205844.317,1175803.437,1280202.199,1128413.451,1247087.175,1363742.638,1237360.835,13.3,6.5,5.48,1.168148,0.1816176,
P47856,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS,Gfpt1,5,4.4.4.4.4.5,5,495234.8971,476633.461,571436.4674,408824.9755,532227.9449,380289.1833,479722.5471,507199.863,551211.2143,9.76,18.3,7.03,1.167983,0.2531191,
P42337,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS",Pik3ca,9,8.9.9.9.9.9,9,775326.5573,988121.8982,941967.2419,518466.0972,883980.4921,914504.5779,793658.322,863254.9519,863862.5233,12.4,28.5,4.8,1.167662,0.4364981,
Q9CYP7,Sestrin-3 OS,Sesn3,1,1.1.1.1.1.1,1,25423.3504,21058.74544,19938.64333,19465.09036,15697.66974,21727.96192,19536.37825,18436.41082,16199.31967,13.1,16.1,9.42,1.167514,0.2635697,
P55264,Adenosine kinase OS,Adk,7,7.7.6.6.7.6,7,2747226.81,2832789.327,2643102.009,2425260.04,2132379.243,2488135.1,2422340.041,2461950.999,2197180.209,3.47,8.08,6.05,1.167099,0.06543253,
Q9JIS5,Synaptic vesicle glycoprotein 2A OS,Sv2a,20,20.19.19.19.18.20,19,28561676.38,24007274.03,26905641.37,23935791.67,25361142.57,18800079.29,21117077.34,23440995.6,23419430.95,8.7,15.2,5.89,1.167079,0.2206951,
Q99KD5,Protein unc-45 homolog A OS,Unc45a,2,2.2.2.2.2.2,2,73731.68391,87102.19992,95893.47582,56163.24959,96849.86738,67115.91831,66473.83426,56333.97705,67475.89941,13,28.7,9.72,1.166259,0.4022304,
Q6PB70,Anoctamin-8 OS,Ano8,3,1.1.1.3.1.3,3,180747.9947,183970.3889,269220.2253,159923.1171,215572.3872,168107.632,230946.0492,186067.7664,253752.6064,23.7,16.6,15.4,1.166179,0.4198748,
Q91XL9,Oxysterol-binding protein-related protein 1 OS,Osbpl1a,9,9.9.9.9.9.9,9,2078000.498,2663905.36,2561826.035,2082686.664,2248291.867,1932094.309,2272428.045,2149285.312,2207931.461,12.9,7.58,2.79,1.166158,0.184801,
Q61481,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A OS",Pde1a,6,6.6.6.5.6.5,5,3000709.956,2944078.681,3098302.48,2900716.564,2537093.253,2317007.074,2784540.933,2698457.742,2565953.968,2.59,11.4,4.1,1.166126,0.1306211,
P24270,Catalase OS,Cat,6,5.4.6.6.5.5,6,877278.9677,970425.095,933937.2981,823705.4482,815376.5936,746743.2318,819977.3215,895829.8168,1002223.752,5.06,5.31,10.1,1.165903,0.02317432,
Q9JIF0,Protein arginine N-methyltransferase 1 OS,Prmt1,7,6.6.6.7.6.7,7,6283951.29,7374417.348,8951371.043,6107361.793,7647647.866,5641996.79,6572136.319,6897584.777,6885393.196,17.8,16.2,2.72,1.16563,0.3322716,
Q99N93,"39S ribosomal protein L16, mitochondrial OS",Mrpl16,1,-.-.1.1.1.1,1,4351.478809,5740.515539,6218.381532,5690.500003,3216.081143,5086.358175,4761.768924,1869.55036,4332.631558,17.8,27.7,42.7,1.165615,0.4611202,
Q60803,TNF receptor-associated factor 3 OS,Traf3,1,1.1.1.1.1.1,1,23529.19862,18807.73493,22770.98047,12046.81779,20650.07084,23165.70813,20999.841,22216.6459,18229.48435,11.7,31.3,9.98,1.165501,0.458986,
Q80Y98,Phospholipase DDHD2 OS,Ddhd2,1,1.1.1.1.1.1,1,47374.52359,37850.02228,52073.69635,47865.127,34668.15322,35297.65987,44003.10141,39397.14921,41121.93583,15.8,19,5.61,1.165214,0.3329288,
Q9DCJ1,Target of rapamycin complex subunit LST8 OS,Mlst8,1,1.1.1.1.1.1,1,65276.65499,49768.47143,63123.22937,84620.67164,30706.53708,37580.63778,87175.8862,62541.40537,49802.90718,14.1,57.6,28.6,1.165201,0.5126236,
Q6R3M4,DNA polymerase iota OS,Poli,1,1.-.1.1.1.1,1,5130.999065,4989.424916,7182.466544,4022.037994,5856.070269,4975.159599,6250.207132,4148.646447,5655.041075,21.3,18.5,20.2,1.164921,0.4007687,
P84091,AP-2 complex subunit mu OS,Ap2m1,42,40.39.39.40.42.41,42,98700105.84,99489209.46,101624825.8,86340109.45,92086233.2,78953393.12,86825171.58,89161845.94,87253926.96,1.51,7.67,1.42,1.164871,0.06919337,
P15532,Nucleoside diphosphate kinase A OS,Nme1,8,8.8.8.7.8.8,3,6963647.265,9826402.074,6504533.301,6467823.252,7206205.549,6324104.893,7128774.471,5880463.581,6026146.082,23.2,7.1,10.8,1.164838,0.3971921,
P63085,Mitogen-activated protein kinase 1 OS,Mapk1,13,12.13.11.11.12.12,8,4606346.582,5263257.96,4446074.074,4049987.431,4701531.704,3543865.123,4701556.792,4142953.146,4747645.142,9.07,14.2,7.43,1.164313,0.1939649,
Q9CWS4,Integrator complex subunit 11 OS,Ints11,2,2.2.2.2.2.2,2,42521.81582,58121.86864,72114.6163,44673.18167,50681.51155,53099.47667,56810.22911,62060.58353,59938.19778,25.7,8.77,4.43,1.163715,0.48863,
Q80UG5,Septin-9 OS,Septin9,26,23.23.23.21.22.25,26,9841456.473,12391060.22,11466699.98,9282060.265,8699476.952,10977582.13,9593491.121,9698910.426,9151489.681,11.5,12.3,3.06,1.163682,0.1918607,
P59470,DNA-directed RNA polymerase III subunit RPC2 OS,Polr3b,1,1.1.1.1.1.1,1,24630.68181,31814.00691,55554.13887,27159.12015,36565.41948,32536.75219,32869.36801,27632.72852,28001.49552,43.3,14.7,9.91,1.163488,0.7276713,
Q9CQ33,Leucine-zipper-like transcriptional regulator 1 OS,Lztr1,1,1.1.1.1.1.1,1,14303.54765,14908.21381,11827.19897,12738.37535,10668.48941,11888.93717,11741.49603,12469.22845,13383.3042,11.9,8.84,6.56,1.162715,0.1738479,
P14131,40S ribosomal protein S16 OS,Rps16,7,7.7.6.7.7.7,7,12637887.92,11120101.6,8146398.112,11867416.28,6359314.868,9219209.543,9437479.36,8207244.691,7036196.832,21.5,30.1,14.6,1.162445,0.5022656,
Q60631,Growth factor receptor-bound protein 2 OS,Grb2,2,2.1.2.2.2.2,2,68662.4785,67589.58196,46938.91163,61805.93693,52532.39655,43265.33786,53403.25289,49963.83238,50864.58443,20.1,17.6,3.47,1.162352,0.4178761,
Q922X9,Protein arginine N-methyltransferase 7 OS,Prmt7,1,1.1.1.1.1.1,1,63236.86612,46120.56296,63275.05979,52816.18763,46732.35216,48995.63812,49505.14391,45078.2549,53581.22569,17.2,6.21,8.61,1.162163,0.3120719,
Q8BGG7,Ubiquitin-associated and SH3 domain-containing protein B OS,Ubash3b,1,1.1.1.1.1.1,1,61177.65001,41925.17384,48645.24788,55262.6938,38842.07538,36552.8281,42925.81555,44658.07865,44834.8111,19.3,23.4,2.39,1.161418,0.4141134,
Q9Z2G9,Oxidoreductase HTATIP2 OS,Htatip2,1,1.1.1.1.-.1,1,15517.19565,17404.64718,13131.07265,17402.37816,11560.32589,10698.24276,11108.48413,15771.2159,14899.7381,14,27.6,17.8,1.161165,0.4019992,
Q8BIP0,"Aspartate--tRNA ligase, mitochondrial OS",Dars2,2,2.1.2.2.2.2,2,141004.1757,113159.5898,109440.4836,103114.3301,120006.7465,90115.28321,120090.0566,134075.139,96211.7672,14.2,14.4,16.4,1.160798,0.2626351,
Q6GQT9,Nodal modulator 1 OS,Nomo1,8,8.6.7.8.8.7,8,1391529.676,1320627.213,1419893.822,1246939.005,1117089.227,1197212.873,1046455.08,1358744.905,1389999.457,3.71,5.52,15,1.160284,0.02326976,
Q9D880,Mitochondrial import inner membrane translocase subunit TIM50 OS,Timm50,6,6.6.5.6.6.6,6,1684984.765,1521407.427,1482689.615,1577840.544,1170837.176,1292875.587,1606501.61,1700707.1,1625401.449,6.87,15.5,3.03,1.160218,0.2128582,
Q9CR95,Adaptin ear-binding coat-associated protein 1 OS,Necap1,6,6.5.5.5.5.5,6,4085920.016,3996094.272,3865123.323,3538428.581,3246838.709,3512347.622,4144595.139,3879447.788,3937435.379,2.79,4.7,3.5,1.160185,0.01567002,
P59279,Ras-related protein Rab-2B OS,Rab2b,2,2.2.2.2.2.2,2,440285.7745,523840.2409,438992.3702,452553.5387,301962.9718,455277.3089,431019.8914,399051.27,449955.1219,10.4,21.8,6.03,1.1598,0.3601253,
Q8K304,E3 ubiquitin-protein ligase TM129 OS,Tmem129,1,1.1.1.1.1.1,1,51321.44938,46757.23443,63597.57001,48609.18477,46190.27315,44708.14306,41974.51635,50983.73453,54352.12268,16.2,4.23,13,1.158906,0.2616935,
Q9QY81,Nuclear pore membrane glycoprotein 210 OS,Nup210,3,3.3.3.2.2.2,3,63593.54097,69467.56349,64208.93627,61234.12293,48588.24444,60461.56588,51765.98084,60633.54457,63232.74274,4.91,12.5,10.3,1.158477,0.1706681,
Q9D5R2,WD repeat-containing protein 20 OS,Wdr20,3,3.3.3.3.3.3,3,389003.3621,474962.4968,496206.1226,321640.0886,433914.6366,419206.8992,437195.9842,422376.8823,410865.6998,12.5,15.6,3.12,1.157828,0.2857277,
Q8CH77,Neuron navigator 1 OS,Nav1,9,9.8.6.9.9.6,9,470847.6353,378589.0293,314224.6958,390014.9292,254476.8259,361220.7504,348238.8804,332224.4351,397435.5621,20.3,21.3,9.46,1.157052,0.4459352,
Q8BVA2,Transmembrane protein 222 OS,Tmem222,1,1.1.1.1.1.1,1,17220.64927,17831.58816,16516.035,11805.41936,16944.45043,15819.49334,15412.18228,21512.85474,20343.96148,3.83,18.2,17,1.157034,0.2900817,
P23819,Glutamate receptor 2 OS,Gria2,19,16.17.18.18.18.18,14,7660888.89,7602414.156,7670378.994,6084786.749,7750760.727,5987398.657,7262730.667,7305077.452,7436422.255,0.481,15,1.23,1.156926,0.2083767,
Q5SWU9,Acetyl-CoA carboxylase 1 OS,Acaca,161,153.153.150.149.155.151,147,298214347,278885253,317930609.9,233838929.6,283683807.7,256194863.3,289869444.5,276974692.8,287202681.6,6.54,9.68,2.39,1.156792,0.1035049,
P16390,Potassium voltage-gated channel subfamily A member 3 OS,Kcna3,4,3.3.3.3.3.4,3,467834.4033,459995.186,588629.4001,462023.8253,515222.7003,334114.5769,317679.2576,435255.4338,476001.6094,14.3,21.3,20.1,1.156401,0.3773363,
Q3KNM2,E3 ubiquitin-protein ligase MARCHF5 OS,Marchf5,1,1.1.1.1.1.1,1,640996.2034,826008.2283,644712.8777,539520.6674,665255.2989,622786.779,567290.6573,574208.2936,548421.1422,15,10.5,2.37,1.155483,0.2518394,
P62631,Elongation factor 1-alpha 2 OS,Eef1a2,16,16.16.16.16.16.16,16,49264135.2,41241541.44,55592811.55,47115073.85,39043382.35,40304608.25,48801879.6,52432341.14,56007286.38,14.8,10.3,6.87,1.155266,0.2594413,
Q8C6M1,Ubiquitin carboxyl-terminal hydrolase 20 OS,Usp20,1,1.-.1.1.1.1,1,46830.32245,44238.91385,53640.36061,40460.92533,43589.51086,41234.25475,49362.97871,45575.54875,43560.23351,10.1,3.9,6.38,1.155046,0.1182648,
B2RSH2,Guanine nucleotide-binding protein G(i) subunit alpha-1 OS,Gnai1,5,5.5.5.4.5.5,5,3545097.526,3433023.519,3500006.229,3234959.443,3124069.097,2714524.75,3176198.232,3609009.285,3049977.978,1.61,9.06,8.94,1.154799,0.1075697,
Q9ER73,Elongator complex protein 4 OS,Elp4,3,2.3.3.3.3.3,3,317968.16,192505.1425,265305.6745,254344.3668,198645.2803,218811.6325,299549.3962,219676.1411,237827.0323,24.4,12.6,16.6,1.154774,0.4916586,
Q9QZR0,E3 ubiquitin-protein ligase RNF25 OS,Rnf25,1,1.1.1.1.1.1,1,72294.81535,45316.57882,63122.57644,52068.6035,37208.36328,67252.33953,89230.79,62060.39182,76341.60714,22.8,28.8,17.9,1.154633,0.5249958,
Q60629,Ephrin type-A receptor 5 OS,Epha5,5,4.3.4.5.4.5,5,10098002.56,9200756.31,13800372.47,8182174.831,11666268.68,8821562.818,10532547.4,12273028.48,11098251.62,22.1,19.4,7.86,1.154486,0.4399536,
Q9Z0V2,Potassium voltage-gated channel subfamily D member 2 OS,Kcnd2,5,5.5.5.5.5.5,4,1983295.274,2077949.738,3053064.556,1636234.334,2560713.692,1968529.241,2196519.568,2127633.294,2113857.667,25,22.8,2.06,1.153894,0.4970037,
Q62130,Tyrosine-protein phosphatase non-receptor type 14 OS,Ptpn14,2,1.1.2.2.2.2,2,9097.346918,16670.10847,31695.74167,15995.35557,15734.87133,18075.80699,21600.74482,17029.65431,19254.99474,60,7.73,11.8,1.15374,0.9641761,
Q9CQA3,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS",Sdhb,4,4.4.4.4.4.4,4,1768680.436,1639670.639,2006359.816,1637718.127,1571549.833,1484551.43,1897247.382,1926174.666,1762766.64,10.3,4.91,4.68,1.153583,0.1249106,
Q99PT1,Rho GDP-dissociation inhibitor 1 OS,Arhgdia,13,12.12.13.12.12.13,13,18535273.27,21749503.55,24089496.99,16809619.83,16892566.26,22104143.1,20315571.78,19808665.88,19134890.47,13,16.3,3,1.15353,0.2880259,
Q9DB20,"ATP synthase subunit O, mitochondrial OS",Atp5po,12,12.12.12.12.12.11,12,6690144.403,7674651.14,5742230.864,6006902.385,5932345.668,5492776.493,5741373.216,5585294.64,5775751.303,14.4,4.78,1.78,1.153453,0.2397788,
B1AS29,"Glutamate receptor ionotropic, kainate 3 OS",Grik3,2,2.2.2.2.2.2,2,97133.13852,81018.61466,81296.316,63436.81516,95067.3733,66491.51269,76611.88034,80245.83865,77270.16316,10.7,23.3,2.48,1.153125,0.3543773,
P27600,Guanine nucleotide-binding protein subunit alpha-12 OS,Gna12,1,1.1.1.1.1.1,1,73141.09393,67270.50167,68450.40562,66766.88673,55888.73093,58521.88565,66834.88511,56249.60779,60271.87086,4.46,9.4,8.74,1.152803,0.09599715,
Q3UX43,Ankyrin repeat domain-containing protein 13C OS,Ankrd13c,1,1.1.1.1.1.1,1,16601.67806,15716.53999,36602.82857,20336.65356,20543.68953,18952.09185,12811.43201,19950.89529,17229.42285,51.4,4.34,21.6,1.151901,0.8406612,
Q3UDE2,Tubulin--tyrosine ligase-like protein 12 OS,Ttll12,5,4.4.5.5.5.5,5,1100896.755,1018514.363,833179.5911,762367.5758,1025847.189,775039.4341,629093.2971,717904.0252,857665.1838,13.9,17.4,15.7,1.151891,0.3213845,
Q9D486,C-Maf-inducing protein OS,Cmip,1,1.1.1.1.1.1,1,26712.47247,14787.15746,35924.87451,14987.83778,19863.54991,32367.06676,59798.93543,13042.26753,16428.4807,41.1,40,87.6,1.151834,0.7274097,
P56387,Dynein light chain Tctex-type 3 OS,Dynlt3,1,1.1.1.1.1.1,1,204467.6892,230089.0635,262702.8126,151709.2846,182098.7956,271634.1215,231639.9749,237265.0619,174205.7031,12.6,30.9,16.3,1.151653,0.4453635,
D3Z7H4,Germ cell-specific gene 1-like protein OS,Gsg1l,1,1.1.1.1.1.1,1,20710.16373,24209.30605,31634.94454,22942.90753,19774.20427,23766.07279,23199.46045,20342.3893,21476.23461,21.9,9.51,6.64,1.151485,0.4182894,
Q61553,Fascin OS,Fscn1,43,42.40.41.37.40.38,43,84520959.56,85243423.74,94767275.97,79002944,74490191.37,76256427.07,88783105.49,86423342.92,81851764.82,6.49,2.97,4.11,1.151391,0.04499082,
Q5DU31,Interactor protein for cytohesin exchange factors 1 OS,Ipcef1,1,1.1.1.1.1.1,1,19924.37465,7661.89113,7322.049493,11717.72086,9494.300203,9109.735287,19263.68002,9837.875239,8223.225689,61.7,13.9,47.9,1.151263,0.9305447,
Q6IQX8,Zinc finger protein 219 OS,Znf219,2,1.1.1.2.2.2,2,192238.3521,312730.8143,255103.08,202777.4291,259453.9879,198007.4441,240333.9507,200106.9211,247398.4239,23.8,15.5,11.1,1.151208,0.4876854,
P33175,Kinesin heavy chain isoform 5A OS,Kif5a,1,1.1.1.1.1.1,1,90362.60896,102538.1092,80109.84899,74702.4848,81228.72227,81255.89001,80818.35264,71269.75477,66654.61137,12.3,4.78,9.91,1.151035,0.1867745,
Q99L88,Beta-1-syntrophin OS,Sntb1,3,3.3.3.3.3.3,3,447030.3797,431221.3114,362531.51,323489.3007,327039.7706,427569.6939,357113.117,369491.9859,350781.4537,10.9,16.4,2.65,1.150899,0.2714989,
O55100,Synaptogyrin-1 OS,Syngr1,2,2.2.2.2.2.2,2,4047010.681,3814181.246,4294419.445,3216374.262,4190389.639,3159019.934,3199890.009,3688786.588,3388953.032,5.93,16.5,7.2,1.150469,0.2427422,
Q9JKN1,Zinc transporter 7 OS,Slc30a7,2,2.2.2.1.2.1,2,42449.92645,62307.11853,39164.96778,36346.92576,51580.04833,37242.82502,32494.07635,25411.44563,37275.17483,26.1,20.5,18.8,1.149814,0.5127791,
P62996,Transformer-2 protein homolog beta OS,Tra2b,3,3.2.3.3.3.3,3,466853.6296,517557.1664,463308.6907,410920.3528,399573.4192,448782.7763,393998.4166,378089.8238,366552.681,6.29,6.14,3.63,1.149644,0.04942282,
Q3UUG6,TBC1 domain family member 24 OS,Tbc1d24,17,17.16.15.17.15.17,17,7985617.596,8274938.264,8730984.264,6917506.052,7793720.444,7027344.753,7925498.037,8242305.158,7905229.206,4.51,6.59,2.36,1.14964,0.04311016,
P26231,Catenin alpha-1 OS,Ctnna1,15,15.14.14.15.14.15,15,4100180.282,4868033.082,3962795.674,3650946.455,3639574.493,3957426.607,4165200.76,4256552.598,3946084.96,11.3,4.81,3.87,1.149633,0.1539042,
A6H6A9,Rab GTPase-activating protein 1-like OS,Rabgap1l,2,2.2.2.2.2.2,2,308557.7137,321763.8081,385176.7411,282899.7365,313343.4988,287326.0669,302869.3017,290377.3718,288060.2206,12.1,5.58,2.71,1.149314,0.174355,
Q8BFP9,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial OS",Pdk1,5,4.4.4.5.4.5,4,1833671.027,1248701.614,2140522.945,1942307.246,1305988.582,1296884.084,1947857.852,1589673.098,1819713.838,26,24.4,10.2,1.149106,0.5596653,
Q9CZD3,Glycine--tRNA ligase OS,Gars1,7,7.7.7.7.7.7,7,1511686.505,1275073.817,1366296.827,1356367.997,1221548.094,1036410.193,1159704.437,1177485.672,1166368.004,8.62,13.3,0.769,1.149054,0.2113247,
Q6PD10,Inositol hexakisphosphate kinase 1 OS,Ip6k1,1,1.1.1.1.1.1,1,63237.02659,98306.01337,70400.17443,64815.06424,66865.77054,70186.80649,71584.84543,72696.62571,74626.14825,24,4.03,2.11,1.148987,0.4587089,
Q8BWM0,Prostaglandin E synthase 2 OS,Ptges2,1,1.1.1.1.1.1,1,59065.78412,61256.72635,73786.05682,62291.74757,57585.06539,49085.14386,40450.66134,46710.57614,51137.7806,12.3,11.9,11.6,1.14883,0.2309561,
Q62420,Endophilin-A1 OS,Sh3gl2,3,3.3.2.3.3.2,3,1138635.021,1387538.199,1294799.401,1098069.619,1262007.143,966464.9768,1177562.345,1192489.292,1093705.198,9.88,13.4,4.61,1.148632,0.2221237,
